Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
QC,Crops,203,Spain,5510,Production,603,"Fruit, tropical fresh nes",2013,2013,tonnes,42746,,Official data
QC,Crops,203,Spain,5510,Production,603,"Fruit, tropical fresh nes",2014,2014,tonnes,75000,F,FAO estimate
QC,Crops,203,Spain,5419,Yield,406,Garlic,1961,1961,hg/ha,71852,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,406,Garlic,1962,1962,hg/ha,71842,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,406,Garlic,1963,1963,hg/ha,69840,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,406,Garlic,1964,1964,hg/ha,68800,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,406,Garlic,1965,1965,hg/ha,64789,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,406,Garlic,1966,1966,hg/ha,67988,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,406,Garlic,1967,1967,hg/ha,68253,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,406,Garlic,1968,1968,hg/ha,71445,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,406,Garlic,1969,1969,hg/ha,71253,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,406,Garlic,1970,1970,hg/ha,68391,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,406,Garlic,1971,1971,hg/ha,67980,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,406,Garlic,1972,1972,hg/ha,67261,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,406,Garlic,1973,1973,hg/ha,60554,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,406,Garlic,1974,1974,hg/ha,61358,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,406,Garlic,1975,1975,hg/ha,53389,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,406,Garlic,1976,1976,hg/ha,46126,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,406,Garlic,1977,1977,hg/ha,59162,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,406,Garlic,1978,1978,hg/ha,58781,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,406,Garlic,1979,1979,hg/ha,53040,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,406,Garlic,1980,1980,hg/ha,62574,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,406,Garlic,1981,1981,hg/ha,46850,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,406,Garlic,1982,1982,hg/ha,56359,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,406,Garlic,1983,1983,hg/ha,54597,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,406,Garlic,1984,1984,hg/ha,60085,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,406,Garlic,1985,1985,hg/ha,59621,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,406,Garlic,1986,1986,hg/ha,59599,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,406,Garlic,1987,1987,hg/ha,56094,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,406,Garlic,1988,1988,hg/ha,61418,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,406,Garlic,1989,1989,hg/ha,60258,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,406,Garlic,1990,1990,hg/ha,60802,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,406,Garlic,1991,1991,hg/ha,62565,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,406,Garlic,1992,1992,hg/ha,66569,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,406,Garlic,1993,1993,hg/ha,67639,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,406,Garlic,1994,1994,hg/ha,69538,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,406,Garlic,1995,1995,hg/ha,65263,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,406,Garlic,1996,1996,hg/ha,81260,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,406,Garlic,1997,1997,hg/ha,78781,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,406,Garlic,1998,1998,hg/ha,73261,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,406,Garlic,1999,1999,hg/ha,74617,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,406,Garlic,2000,2000,hg/ha,71603,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,406,Garlic,2001,2001,hg/ha,76136,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,406,Garlic,2002,2002,hg/ha,81463,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,406,Garlic,2003,2003,hg/ha,78477,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,406,Garlic,2004,2004,hg/ha,77200,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,406,Garlic,2005,2005,hg/ha,78703,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,406,Garlic,2006,2006,hg/ha,91660,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,406,Garlic,2007,2007,hg/ha,90899,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,406,Garlic,2008,2008,hg/ha,86350,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,406,Garlic,2009,2009,hg/ha,97108,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,406,Garlic,2010,2010,hg/ha,91960,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,406,Garlic,2011,2011,hg/ha,89373,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,406,Garlic,2012,2012,hg/ha,88238,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,406,Garlic,2013,2013,hg/ha,93499,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,406,Garlic,2014,2014,hg/ha,84635,Fc,Calculated data
QC,Crops,203,Spain,5510,Production,406,Garlic,1961,1961,tonnes,135800,,Official data
QC,Crops,203,Spain,5510,Production,406,Garlic,1962,1962,tonnes,136500,,Official data
QC,Crops,203,Spain,5510,Production,406,Garlic,1963,1963,tonnes,130600,,Official data
QC,Crops,203,Spain,5510,Production,406,Garlic,1964,1964,tonnes,137600,,Official data
QC,Crops,203,Spain,5510,Production,406,Garlic,1965,1965,tonnes,123100,,Official data
QC,Crops,203,Spain,5510,Production,406,Garlic,1966,1966,tonnes,114900,,Official data
QC,Crops,203,Spain,5510,Production,406,Garlic,1967,1967,tonnes,113300,,Official data
QC,Crops,203,Spain,5510,Production,406,Garlic,1968,1968,tonnes,123600,,Official data
QC,Crops,203,Spain,5510,Production,406,Garlic,1969,1969,tonnes,130200,,Official data
QC,Crops,203,Spain,5510,Production,406,Garlic,1970,1970,tonnes,128000,,Official data
QC,Crops,203,Spain,5510,Production,406,Garlic,1971,1971,tonnes,134600,,Official data
QC,Crops,203,Spain,5510,Production,406,Garlic,1972,1972,tonnes,154700,,Official data
QC,Crops,203,Spain,5510,Production,406,Garlic,1973,1973,tonnes,185900,,Official data
QC,Crops,203,Spain,5510,Production,406,Garlic,1974,1974,tonnes,235000,,Official data
QC,Crops,203,Spain,5510,Production,406,Garlic,1975,1975,tonnes,192200,,Official data
QC,Crops,203,Spain,5510,Production,406,Garlic,1976,1976,tonnes,167900,,Official data
QC,Crops,203,Spain,5510,Production,406,Garlic,1977,1977,tonnes,197600,,Official data
QC,Crops,203,Spain,5510,Production,406,Garlic,1978,1978,tonnes,212200,,Official data
QC,Crops,203,Spain,5510,Production,406,Garlic,1979,1979,tonnes,211100,,Official data
QC,Crops,203,Spain,5510,Production,406,Garlic,1980,1980,tonnes,211500,,Official data
QC,Crops,203,Spain,5510,Production,406,Garlic,1981,1981,tonnes,153200,,Official data
QC,Crops,203,Spain,5510,Production,406,Garlic,1982,1982,tonnes,201200,,Official data
QC,Crops,203,Spain,5510,Production,406,Garlic,1983,1983,tonnes,223300,,Official data
QC,Crops,203,Spain,5510,Production,406,Garlic,1984,1984,tonnes,270000,,Official data
QC,Crops,203,Spain,5510,Production,406,Garlic,1985,1985,tonnes,248562,,Official data
QC,Crops,203,Spain,5510,Production,406,Garlic,1986,1986,tonnes,237800,,Official data
QC,Crops,203,Spain,5510,Production,406,Garlic,1987,1987,tonnes,238400,,Official data
QC,Crops,203,Spain,5510,Production,406,Garlic,1988,1988,tonnes,255500,,Official data
QC,Crops,203,Spain,5510,Production,406,Garlic,1989,1989,tonnes,233800,,Official data
QC,Crops,203,Spain,5510,Production,406,Garlic,1990,1990,tonnes,212200,,Official data
QC,Crops,203,Spain,5510,Production,406,Garlic,1991,1991,tonnes,217100,,Official data
QC,Crops,203,Spain,5510,Production,406,Garlic,1992,1992,tonnes,227000,,Official data
QC,Crops,203,Spain,5510,Production,406,Garlic,1993,1993,tonnes,206300,,Official data
QC,Crops,203,Spain,5510,Production,406,Garlic,1994,1994,tonnes,210700,,Official data
QC,Crops,203,Spain,5510,Production,406,Garlic,1995,1995,tonnes,173600,,Official data
QC,Crops,203,Spain,5510,Production,406,Garlic,1996,1996,tonnes,212900,,Official data
QC,Crops,203,Spain,5510,Production,406,Garlic,1997,1997,tonnes,204066,,Official data
QC,Crops,203,Spain,5510,Production,406,Garlic,1998,1998,tonnes,169600,,Official data
QC,Crops,203,Spain,5510,Production,406,Garlic,1999,1999,tonnes,178074,,Official data
QC,Crops,203,Spain,5510,Production,406,Garlic,2000,2000,tonnes,162833,,Official data
QC,Crops,203,Spain,5510,Production,406,Garlic,2001,2001,tonnes,183016,,Official data
QC,Crops,203,Spain,5510,Production,406,Garlic,2002,2002,tonnes,195178,,Official data
QC,Crops,203,Spain,5510,Production,406,Garlic,2003,2003,tonnes,170161,,Official data
QC,Crops,203,Spain,5510,Production,406,Garlic,2004,2004,tonnes,165425,,Official data
QC,Crops,203,Spain,5510,Production,406,Garlic,2005,2005,tonnes,136400,,Official data
QC,Crops,203,Spain,5510,Production,406,Garlic,2006,2006,tonnes,145372,,Official data
QC,Crops,203,Spain,5510,Production,406,Garlic,2007,2007,tonnes,151674,,Official data
QC,Crops,203,Spain,5510,Production,406,Garlic,2008,2008,tonnes,133610,,Official data
QC,Crops,203,Spain,5510,Production,406,Garlic,2009,2009,tonnes,154587,,Official data
QC,Crops,203,Spain,5510,Production,406,Garlic,2010,2010,tonnes,136561,,Official data
QC,Crops,203,Spain,5510,Production,406,Garlic,2011,2011,tonnes,140762,,Official data
QC,Crops,203,Spain,5510,Production,406,Garlic,2012,2012,tonnes,154363,,Official data
QC,Crops,203,Spain,5510,Production,406,Garlic,2013,2013,tonnes,188840,,Official data
QC,Crops,203,Spain,5510,Production,406,Garlic,2014,2014,tonnes,177420,,Official data
QC,Crops,203,Spain,5510,Production,549,Gooseberries,1961,1961,tonnes,26,,Official data
QC,Crops,203,Spain,5510,Production,549,Gooseberries,1962,1962,tonnes,17,,Official data
QC,Crops,203,Spain,5510,Production,549,Gooseberries,1963,1963,tonnes,17,,Official data
QC,Crops,203,Spain,5510,Production,549,Gooseberries,1964,1964,tonnes,6,,Official data
QC,Crops,203,Spain,5510,Production,549,Gooseberries,1965,1965,tonnes,4,,Official data
QC,Crops,203,Spain,5510,Production,549,Gooseberries,1966,1966,tonnes,4,,Official data
QC,Crops,203,Spain,5510,Production,549,Gooseberries,1967,1967,tonnes,3,,Official data
QC,Crops,203,Spain,5510,Production,549,Gooseberries,1968,1968,tonnes,1,,Official data
QC,Crops,203,Spain,5510,Production,549,Gooseberries,1969,1969,tonnes,2,,Official data
QC,Crops,203,Spain,5510,Production,549,Gooseberries,1970,1970,tonnes,2,,Official data
QC,Crops,203,Spain,5510,Production,549,Gooseberries,1971,1971,tonnes,2,,Official data
QC,Crops,203,Spain,5510,Production,549,Gooseberries,1972,1972,tonnes,2,,Official data
QC,Crops,203,Spain,5510,Production,549,Gooseberries,1973,1973,tonnes,2,F,FAO estimate
QC,Crops,203,Spain,5510,Production,549,Gooseberries,1974,1974,tonnes,2,F,FAO estimate
QC,Crops,203,Spain,5510,Production,549,Gooseberries,1975,1975,tonnes,2,F,FAO estimate
QC,Crops,203,Spain,5510,Production,549,Gooseberries,1976,1976,tonnes,2,F,FAO estimate
QC,Crops,203,Spain,5510,Production,549,Gooseberries,1977,1977,tonnes,3,F,FAO estimate
QC,Crops,203,Spain,5510,Production,549,Gooseberries,1990,1990,tonnes,0,,Official data
QC,Crops,203,Spain,5510,Production,549,Gooseberries,1991,1991,tonnes,0,,Official data
QC,Crops,203,Spain,5510,Production,549,Gooseberries,1992,1992,tonnes,0,,Official data
QC,Crops,203,Spain,5510,Production,549,Gooseberries,1993,1993,tonnes,0,,Official data
QC,Crops,203,Spain,5510,Production,549,Gooseberries,1994,1994,tonnes,0,,Official data
QC,Crops,203,Spain,5510,Production,549,Gooseberries,1995,1995,tonnes,0,,Official data
QC,Crops,203,Spain,5510,Production,549,Gooseberries,1996,1996,tonnes,0,,Official data
QC,Crops,203,Spain,5510,Production,549,Gooseberries,1997,1997,tonnes,0,,Official data
QC,Crops,203,Spain,5510,Production,549,Gooseberries,1998,1998,tonnes,0,,Official data
QC,Crops,203,Spain,5510,Production,549,Gooseberries,1999,1999,tonnes,0,,Official data
QC,Crops,203,Spain,5510,Production,549,Gooseberries,2000,2000,tonnes,0,,Official data
QC,Crops,203,Spain,5510,Production,549,Gooseberries,2001,2001,tonnes,0,,Official data
QC,Crops,203,Spain,5510,Production,549,Gooseberries,2002,2002,tonnes,0,,Official data
QC,Crops,203,Spain,5510,Production,549,Gooseberries,2003,2003,tonnes,0,,Official data
QC,Crops,203,Spain,5510,Production,549,Gooseberries,2004,2004,tonnes,0,,Official data
QC,Crops,203,Spain,5510,Production,549,Gooseberries,2005,2005,tonnes,0,,Official data
QC,Crops,203,Spain,5510,Production,549,Gooseberries,2006,2006,tonnes,0,Im,FAO data based on imputation methodology
QC,Crops,203,Spain,5510,Production,549,Gooseberries,2007,2007,tonnes,0,Im,FAO data based on imputation methodology
QC,Crops,203,Spain,5510,Production,549,Gooseberries,2008,2008,tonnes,0,Im,FAO data based on imputation methodology
QC,Crops,203,Spain,5510,Production,549,Gooseberries,2009,2009,tonnes,0,Im,FAO data based on imputation methodology
QC,Crops,203,Spain,5510,Production,549,Gooseberries,2010,2010,tonnes,0,Im,FAO data based on imputation methodology
QC,Crops,203,Spain,5510,Production,549,Gooseberries,2011,2011,tonnes,0,Im,FAO data based on imputation methodology
QC,Crops,203,Spain,5510,Production,549,Gooseberries,2012,2012,tonnes,0,Im,FAO data based on imputation methodology
QC,Crops,203,Spain,5510,Production,549,Gooseberries,2013,2013,tonnes,0,Im,FAO data based on imputation methodology
QC,Crops,203,Spain,5510,Production,549,Gooseberries,2014,2014,tonnes,0,Im,FAO data based on imputation methodology
QC,Crops,203,Spain,5419,Yield,103,"Grain, mixed",1961,1961,hg/ha,6604,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,103,"Grain, mixed",1962,1962,hg/ha,8179,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,103,"Grain, mixed",1963,1963,hg/ha,6958,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,103,"Grain, mixed",1964,1964,hg/ha,5641,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,103,"Grain, mixed",1965,1965,hg/ha,6029,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,103,"Grain, mixed",1966,1966,hg/ha,9191,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,103,"Grain, mixed",1967,1967,hg/ha,7913,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,103,"Grain, mixed",1968,1968,hg/ha,8689,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,103,"Grain, mixed",1969,1969,hg/ha,9857,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,103,"Grain, mixed",1970,1970,hg/ha,7778,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,103,"Grain, mixed",1971,1971,hg/ha,10000,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,103,"Grain, mixed",1972,1972,hg/ha,10000,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,103,"Grain, mixed",1973,1973,hg/ha,6000,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,103,"Grain, mixed",1974,1974,hg/ha,11875,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,103,"Grain, mixed",1975,1975,hg/ha,11875,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,103,"Grain, mixed",1976,1976,hg/ha,11062,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,103,"Grain, mixed",1977,1977,hg/ha,8905,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,103,"Grain, mixed",1978,1978,hg/ha,7100,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,103,"Grain, mixed",1979,1979,hg/ha,5900,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,103,"Grain, mixed",1980,1980,hg/ha,9392,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,103,"Grain, mixed",1981,1981,hg/ha,8224,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,103,"Grain, mixed",1982,1982,hg/ha,7866,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,103,"Grain, mixed",1983,1983,hg/ha,6504,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,103,"Grain, mixed",1984,1984,hg/ha,12581,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,103,"Grain, mixed",1985,1985,hg/ha,12489,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,103,"Grain, mixed",1986,1986,hg/ha,10802,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,103,"Grain, mixed",1987,1987,hg/ha,11909,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,103,"Grain, mixed",1988,1988,hg/ha,12695,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,103,"Grain, mixed",1989,1989,hg/ha,13694,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,103,"Grain, mixed",1990,1990,hg/ha,12662,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,103,"Grain, mixed",1991,1991,hg/ha,9523,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,103,"Grain, mixed",1992,1992,hg/ha,8101,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,103,"Grain, mixed",1993,1993,hg/ha,13811,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,103,"Grain, mixed",1994,1994,hg/ha,15562,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,103,"Grain, mixed",1995,1995,hg/ha,7039,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,103,"Grain, mixed",1996,1996,hg/ha,17410,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,103,"Grain, mixed",1997,1997,hg/ha,7896,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,103,"Grain, mixed",1998,1998,hg/ha,10583,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,103,"Grain, mixed",1999,1999,hg/ha,8305,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,103,"Grain, mixed",2000,2000,hg/ha,20844,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,103,"Grain, mixed",2001,2001,hg/ha,13970,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,103,"Grain, mixed",2002,2002,hg/ha,17071,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,103,"Grain, mixed",2003,2003,hg/ha,17071,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,103,"Grain, mixed",2004,2004,hg/ha,25527,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,103,"Grain, mixed",2005,2005,hg/ha,16671,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,103,"Grain, mixed",2006,2006,hg/ha,25690,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,103,"Grain, mixed",2007,2007,hg/ha,25879,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,103,"Grain, mixed",2008,2008,hg/ha,25833,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,103,"Grain, mixed",2009,2009,hg/ha,25488,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,103,"Grain, mixed",2010,2010,hg/ha,12849,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,103,"Grain, mixed",2011,2011,hg/ha,19960,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,103,"Grain, mixed",2012,2012,hg/ha,10769,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,103,"Grain, mixed",2013,2013,hg/ha,11546,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,103,"Grain, mixed",2014,2014,hg/ha,13791,Fc,Calculated data
QC,Crops,203,Spain,5510,Production,103,"Grain, mixed",1961,1961,tonnes,4022,,Official data
QC,Crops,203,Spain,5510,Production,103,"Grain, mixed",1962,1962,tonnes,4515,,Official data
QC,Crops,203,Spain,5510,Production,103,"Grain, mixed",1963,1963,tonnes,3451,,Official data
QC,Crops,203,Spain,5510,Production,103,"Grain, mixed",1964,1964,tonnes,2200,,Official data
QC,Crops,203,Spain,5510,Production,103,"Grain, mixed",1965,1965,tonnes,2321,,Official data
QC,Crops,203,Spain,5510,Production,103,"Grain, mixed",1966,1966,tonnes,3180,,Official data
QC,Crops,203,Spain,5510,Production,103,"Grain, mixed",1967,1967,tonnes,2651,,Official data
QC,Crops,203,Spain,5510,Production,103,"Grain, mixed",1968,1968,tonnes,1564,,Official data
QC,Crops,203,Spain,5510,Production,103,"Grain, mixed",1969,1969,tonnes,1380,,Official data
QC,Crops,203,Spain,5510,Production,103,"Grain, mixed",1970,1970,tonnes,700,,Official data
QC,Crops,203,Spain,5510,Production,103,"Grain, mixed",1971,1971,tonnes,200,,Official data
QC,Crops,203,Spain,5510,Production,103,"Grain, mixed",1972,1972,tonnes,1200,,Official data
QC,Crops,203,Spain,5510,Production,103,"Grain, mixed",1973,1973,tonnes,1500,,Official data
QC,Crops,203,Spain,5510,Production,103,"Grain, mixed",1974,1974,tonnes,1900,,Official data
QC,Crops,203,Spain,5510,Production,103,"Grain, mixed",1975,1975,tonnes,1900,,Official data
QC,Crops,203,Spain,5510,Production,103,"Grain, mixed",1976,1976,tonnes,3240,,Official data
QC,Crops,203,Spain,5510,Production,103,"Grain, mixed",1977,1977,tonnes,3748,,Official data
QC,Crops,203,Spain,5510,Production,103,"Grain, mixed",1978,1978,tonnes,945,,Official data
QC,Crops,203,Spain,5510,Production,103,"Grain, mixed",1979,1979,tonnes,1586,,Official data
QC,Crops,203,Spain,5510,Production,103,"Grain, mixed",1980,1980,tonnes,2922,,Official data
QC,Crops,203,Spain,5510,Production,103,"Grain, mixed",1981,1981,tonnes,2500,,Official data
QC,Crops,203,Spain,5510,Production,103,"Grain, mixed",1982,1982,tonnes,3779,,Official data
QC,Crops,203,Spain,5510,Production,103,"Grain, mixed",1983,1983,tonnes,2621,,Official data
QC,Crops,203,Spain,5510,Production,103,"Grain, mixed",1984,1984,tonnes,6799,,Official data
QC,Crops,203,Spain,5510,Production,103,"Grain, mixed",1985,1985,tonnes,8725,,Official data
QC,Crops,203,Spain,5510,Production,103,"Grain, mixed",1986,1986,tonnes,10073,,Official data
QC,Crops,203,Spain,5510,Production,103,"Grain, mixed",1987,1987,tonnes,12875,,Official data
QC,Crops,203,Spain,5510,Production,103,"Grain, mixed",1988,1988,tonnes,17900,,Official data
QC,Crops,203,Spain,5510,Production,103,"Grain, mixed",1989,1989,tonnes,15341,,Official data
QC,Crops,203,Spain,5510,Production,103,"Grain, mixed",1990,1990,tonnes,17600,,Official data
QC,Crops,203,Spain,5510,Production,103,"Grain, mixed",1991,1991,tonnes,14425,,Official data
QC,Crops,203,Spain,5510,Production,103,"Grain, mixed",1992,1992,tonnes,12085,,Official data
QC,Crops,203,Spain,5510,Production,103,"Grain, mixed",1993,1993,tonnes,14495,,Official data
QC,Crops,203,Spain,5510,Production,103,"Grain, mixed",1994,1994,tonnes,11096,,Official data
QC,Crops,203,Spain,5510,Production,103,"Grain, mixed",1995,1995,tonnes,17400,,Official data
QC,Crops,203,Spain,5510,Production,103,"Grain, mixed",1996,1996,tonnes,55195,,Official data
QC,Crops,203,Spain,5510,Production,103,"Grain, mixed",1997,1997,tonnes,27642,,Official data
QC,Crops,203,Spain,5510,Production,103,"Grain, mixed",1998,1998,tonnes,40154,,Official data
QC,Crops,203,Spain,5510,Production,103,"Grain, mixed",1999,1999,tonnes,27180,,Official data
QC,Crops,203,Spain,5510,Production,103,"Grain, mixed",2000,2000,tonnes,68847,,Official data
QC,Crops,203,Spain,5510,Production,103,"Grain, mixed",2001,2001,tonnes,45652,,Official data
QC,Crops,203,Spain,5510,Production,103,"Grain, mixed",2002,2002,tonnes,60415,,Official data
QC,Crops,203,Spain,5510,Production,103,"Grain, mixed",2003,2003,tonnes,60415,,Official data
QC,Crops,203,Spain,5510,Production,103,"Grain, mixed",2004,2004,tonnes,100890,,Official data
QC,Crops,203,Spain,5510,Production,103,"Grain, mixed",2005,2005,tonnes,21260,,Official data
QC,Crops,203,Spain,5510,Production,103,"Grain, mixed",2006,2006,tonnes,48862,,Official data
QC,Crops,203,Spain,5510,Production,103,"Grain, mixed",2007,2007,tonnes,37248,,Official data
QC,Crops,203,Spain,5510,Production,103,"Grain, mixed",2008,2008,tonnes,37200,,Official data
QC,Crops,203,Spain,5510,Production,103,"Grain, mixed",2009,2009,tonnes,32000,F,FAO estimate
QC,Crops,203,Spain,5510,Production,103,"Grain, mixed",2010,2010,tonnes,12895,,Official data
QC,Crops,203,Spain,5510,Production,103,"Grain, mixed",2011,2011,tonnes,18760,,Official data
QC,Crops,203,Spain,5510,Production,103,"Grain, mixed",2012,2012,tonnes,4200,,Official data
QC,Crops,203,Spain,5510,Production,103,"Grain, mixed",2013,2013,tonnes,8731,,Official data
QC,Crops,203,Spain,5510,Production,103,"Grain, mixed",2014,2014,tonnes,9909,,Official data
QC,Crops,203,Spain,5419,Yield,507,Grapefruit (inc. pomelos),1961,1961,hg/ha,163265,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,507,Grapefruit (inc. pomelos),1962,1962,hg/ha,150943,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,507,Grapefruit (inc. pomelos),1963,1963,hg/ha,181818,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,507,Grapefruit (inc. pomelos),1964,1964,hg/ha,195122,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,507,Grapefruit (inc. pomelos),1965,1965,hg/ha,188679,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,507,Grapefruit (inc. pomelos),1966,1966,hg/ha,194138,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,507,Grapefruit (inc. pomelos),1967,1967,hg/ha,188444,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,507,Grapefruit (inc. pomelos),1968,1968,hg/ha,226376,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,507,Grapefruit (inc. pomelos),1969,1969,hg/ha,238412,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,507,Grapefruit (inc. pomelos),1970,1970,hg/ha,125638,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,507,Grapefruit (inc. pomelos),1971,1971,hg/ha,118907,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,507,Grapefruit (inc. pomelos),1972,1972,hg/ha,129653,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,507,Grapefruit (inc. pomelos),1973,1973,hg/ha,135503,Fc,Calculated data
